,50s,60s,70s,80s,90s,00s,10s
control,-0.6931017546656638,-0.14507469126345468,-0.7152106372651094,0.12567511923488717,0.5005352578532117,0.6986379061564245,0.228538799949713
cool,-0.14366457729163698,-0.5119508307487665,-0.08509876899721193,0.4629618265091575,0.07310213454290332,-0.040924951187542004,0.24557516717309774
could,-0.762907616691995,-0.6075138272427502,0.31099978551233337,0.2912039632625725,-0.007225348150402476,0.8556372671726694,-0.08019422386243234
couldnt,-0.38572923053107283,0.6624706056934222,0.6983514739444332,-0.16719916234400112,-0.2924202700895635,0.181629335015441,-0.6971027516886646
crazi,0.09272118698748759,-0.04824363692399109,-0.0706070253678791,0.23547082588074125,0.49598768155723655,0.11852458430190944,-0.8238536164354968
cri,1.2988142466044779,0.6171800681435565,-0.221837076423376,0.434740536932954,-0.11902206903013186,-0.5533965418920137,-1.4564791643354693
da,-0.013672559928015143,-0.1574817392053561,-0.002079272725084104,-0.27527450218686456,0.6079625146618582,0.0011275801859621539,-0.16058202080250067
daddi,1.004137394125433,0.043791720241235815,0.21707411140290728,0.10910938368928004,-0.6124116583405244,-0.11129265648103791,-0.6504082946373062
damn,-0.3911284312440721,-0.43667350622133067,-0.4869580433767113,-0.9075875580542755,-0.15846394840385147,1.6802048646592382,0.7006066226410064
danc,0.2527146307913008,-0.43641087719576405,0.485013370845355,0.7524593017158094,-1.4635933573942776,-0.13023472540844439,0.5400516566460174
dark,0.17286404506280154,-0.5910776533556621,0.6464981118373605,0.27732531251260456,-1.048655343886393,-0.48521420408868626,1.0282597319179836
darl,0.7882825927203707,1.5122928961262765,0.48841059703571144,-0.7751589608570932,-0.4277905304267194,-1.1016357904990575,-0.484400804099495
day,1.0097743859611898,0.5609955053057717,0.3358174962809439,0.18570944978929094,-0.7868425558110755,-0.4933720236603528,-0.8120822578657656
de,-0.3316164881553724,0.06899257764201296,-0.7587327465980718,0.1346241569165888,-0.36943607085201086,1.2779655113972987,-0.021796940350448026
deep,-0.3447398485706718,0.5911734643227867,-0.879684231448688,0.08167756923941277,0.3545426156296889,-0.0729530366397759,0.26998346746724533
did,-0.76431736422384,-0.602562648035106,-0.3009550788914879,-0.1955008184067672,0.8211731411584469,0.5562897908909987,0.4858729775077563
didnt,-0.449929832502302,-0.6303041882783221,0.8330789029941719,0.7279013265038475,-0.8735420898800412,0.1218742206629288,0.2709216604997165
die,0.2196415741034985,-0.12849979860417002,0.6011189974386114,-0.19149406360258694,-0.045757436100680546,-1.3048527035331758,0.8498434302984943
do,0.026822529630863713,0.6516596334667702,0.301811088370611,0.09661279242942299,0.4527050689962556,-0.3756989090452713,-1.1539122038486558
doe,-0.26000635545415374,0.6486656515108444,-0.3760762520809709,0.24441812172958102,0.06955829820846689,0.3374441704460026,-0.6640036343597742
doesnt,-0.2970930265029318,-0.32581293934528777,0.4640499904357293,-0.1867939763016671,0.13436600030719417,-0.34266112390066733,0.5539450753076275
don,1.251131280501502,-0.290329697954656,-0.34707909559754346,-0.08185644601825345,-0.3720719616063788,-1.0750926806013306,0.9152986012766698
done,-0.056342353439935315,-0.5616407763383113,0.22977523792362858,-0.4060951842614271,-0.6134289926573624,-0.06490327365899859,1.472635342432407
dont,-0.3312508463756152,-0.5228125780522607,0.253390924388201,0.6449162001140621,-0.18916753956236915,0.005691324403766339,0.13923251508420767
doo,0.5928030179874041,0.2779486790708846,0.09444558829942358,0.12630157084675256,0.308673294968127,-0.49030944065719145,-0.9098627105153969
door,-0.44361953272550825,-0.09253199552114331,-0.042186495943177464,1.0999384121162874,-0.0665779455624714,0.16537937732124317,-0.6204018196852356
down,-1.1898938764340048,-0.21091132910283186,0.3458331746517456,0.1955028342480173,0.030728492816093963,-0.011447973652736117,0.8401886774737187
dream,1.386893005866837,0.29999290099998577,0.0927649878168453,0.3762381035235164,0.09326656664995245,-0.9567581784125158,-1.292397386444623
drink,-0.6891491780881573,0.006076464157290002,-0.19924154090638813,-0.12630107790604617,-0.21392177372481747,-0.0850508692827722,1.3075879757508815
drive,0.04696318866359565,-0.9242882518956737,0.0034412712906162195,-0.08740099733955006,0.4845502591832298,0.5870268249441257,-0.11029229484634037
drop,-0.1979533174711189,-0.07651878401601132,0.1383154014797073,-0.704167084366106,0.007517017567195533,0.6329521979183886,0.1998545688879429
each,0.9715845536180743,0.11560470894539154,0.6381910599249321,-0.10887617952017194,-0.5736417974028296,-0.18656121321079475,-0.8563011323546057
easi,-0.7249150474748466,0.919846560767993,0.759781222294145,0.4880908873834828,-0.4334028929843182,-0.700438480206841,-0.3089622497796052
els,0.9932592548183224,-0.42845499622700883,-0.7493865444943117,-0.22170934344926052,-0.030102323444230816,0.3563849952596265,0.0800089575368633
em,0.4140643196360127,0.829629754393059,-0.6398846427696602,-1.154138530494961,-0.9673519350530131,0.744854282326259,0.7728267519622882
end,0.4472173778838746,-0.322329470225099,0.07362750646039981,0.2323892619661071,-0.3915920103612265,0.4266078315887522,-0.4659204973128118
enough,-1.5670105169950976,0.04918605978948653,0.2714488170805761,-0.16900121778537316,0.7664829060056909,-0.0833080163407145,0.7322019682454358
even,-0.2263419583131162,-0.6437196752724698,-0.48185201299033287,0.020056683998492687,-0.6595482054024261,1.6041624407754762,0.38724272720437775
ever,-0.3529570667926128,0.12186253424937231,-0.3095423824120039,-0.15352232221420095,0.5969954440743002,-0.6558216618310825,0.7529854549262353
everi,-0.11183834857096712,-0.24701539401109543,-1.096654322108036,0.5521472503326994,0.1390496984930656,0.1202940832444599,0.6440170326198732
everybodi,0.5883798871171044,0.27441555683423086,-0.5032693887128312,-0.03792571127302954,0.3393602626173654,-0.09921229114783944,-0.5617483154350025
everyth,-0.36391782095307823,-0.18430896923112708,-0.7190993397779828,-0.3555518388108745,0.35173177268400607,1.3739636062123515,-0.1028174101232818
eye,0.531202199711453,-0.23361838741562424,0.49324928036647087,1.514177888838237,-0.3171434744378535,-1.0299251645517749,-0.9579423425109044
face,-1.2171175422287372,0.29549472204300586,0.8367762495810541,-0.0408867672714407,0.7897698042121963,0.11957184939471377,-0.7836083157308039
fall,-0.3823273842539324,-0.6326216653901057,-0.9791050684994544,-0.3118283356509222,0.4327326830619532,0.6012383975628031,1.2719113731696445
far,-0.4282403352480949,-0.1910640931778247,0.11549156879598521,0.2746328097415194,0.12273384360744014,0.1354556814214362,-0.02900947514046283
fast,0.12448723572329422,-0.4741673977617206,-0.15771998495429312,0.24649284282822514,-0.21969876721265566,0.04098976080834155,0.4396163105688083
feel,-1.1075301665465478,-0.7372429125009983,0.21628299787128683,0.21940295838508134,1.1196278559186796,0.15174576029137085,0.13771350658112544
feelin,-0.29241555939554775,0.17308107325963645,-0.010875613309004805,-0.5881772595777393,-0.32093500606221814,0.2567816724667491,0.7825406926181216
feet,-0.2011697599606943,0.5213570250719631,0.44332038426171655,0.4306816016183215,-0.03307572404411902,-0.5151738539731703,-0.6459396729740157
fight,-0.6914226119017708,-0.88768618656691,-0.8078708151996378,1.2215801971225015,-0.16573780983861314,1.2082820999808068,0.12285512640361926
find,-0.1703503602929734,0.022490579983413497,0.2587118016781005,0.06441075273081825,0.37547984414109625,-0.15612666137878914,-0.39461595686166495
fine,0.6725694578065252,0.49908236536527184,-0.16927694972188315,-0.38459149532698933,-0.03580487737868925,0.4703626869097915,-1.0523411876540276
fire,-0.6932020913053136,0.3724926768824099,-0.8183839678055833,0.9064002257022825,-0.1104677178055789,-0.014224838308064279,0.35738571263984753
first,-0.09146161199238971,-0.1795893439994812,0.05335840753892266,-0.09995439393504348,-0.667209202031161,0.8930977093321608,0.09175843508699624
fli,0.7827776153534441,-1.0493911181619437,-0.6931255094924573,-0.6177424518924468,1.1757432249944342,0.08656278381513312,0.3151754553838289
floor,0.4614952572752378,-0.9903393919049824,0.419605118836172,-0.7667348094830093,-0.16581604343816878,1.3053108722236795,-0.263521003508935
follow,-0.8642443414375032,-0.33953528584139286,0.04623088200748861,-0.1503082091884859,0.4313640185675103,0.4059272865599322,0.47056564933244754
fool,0.8071529980349345,0.09647120153522601,0.6129471374878257,-0.08265782865607998,0.4148899269233751,-0.621526160687325,-1.2272772746379603
for,-0.2261081805644743,1.2504568460287542,-0.631956120383351,-0.018009306104961927,0.14444676705414766,-0.11048382129257225,-0.4083461847375326
forev,-0.6569998197432516,-0.052225965860622496,-0.5361557110882881,0.5325290016331673,0.7063251042885509,0.7293502157757219,-0.7228228250052807
forget,0.18063873658085364,0.6473783561640634,-0.5959862628208408,0.3260114948767574,-0.4401840394191531,-0.13601810233101488,0.018159816949327976
found,-0.5926865230579421,-0.1467267133406394,-0.7625704782083018,0.17298716803909553,0.5171358903600538,0.4226739757649136,0.38918668044281785
free,-0.7542815948720459,-0.8448391515896232,0.7968853011608756,1.1071902277716494,1.1192047129038345,-0.8184101833752268,-0.6057493119994612
friend,0.018602989596066273,-0.25050552803160725,0.6574372703049356,0.08362951678135529,0.7201885164887772,-0.8000475447836142,-0.4293052203559067
from,0.5655237820973307,0.28947113323061974,-0.6940282870495548,-0.04390486393596309,0.6181671959329257,-0.5474589735799444,-0.18776998669541517
fuck,0.527173355821441,-0.4340262034747566,-0.5670117288255999,-0.7767470327225594,-0.2746165388497031,-0.24494057774829076,1.7701687257994696
fun,1.048630315439089,-0.022266333246757905,-0.7625443466504036,0.11171707278496408,0.16602489696271658,0.09589061424637134,-0.6374522195359699
game,-0.12576971289634925,0.8738380869641162,-0.08284395895110822,0.024976784186743504,0.28471567224219557,-0.22758720634443136,-0.747329665201167
gave,-0.09901201011740317,-0.6851350678192453,0.6997911423910872,0.2502565234832379,-0.05484371969345892,-0.40773678016851933,0.2966799119242992
get,-1.2089810960286702,-0.14223969569703915,-0.07715805203769373,-0.3542517129513142,0.6667205795003541,1.3440325125430284,-0.228122535328662
gettin,-0.22457315140682776,-0.09456180873097682,-0.5259379927989567,-0.5079936881833392,0.5357622899979103,0.8005098238879472,0.016794527234239392
gimm,-0.6814894147123717,-0.19099597200154428,-0.12786783184677414,0.055405819324985305,0.3592119575242011,1.3055581291235845,-0.7198226874120888
girl,-0.6617986254125846,0.13337016809685096,0.03235663524320296,-0.02765093178881108,-0.735793474410656,1.4661873615643382,-0.20667113329235218
give,-0.42779353876992915,-0.5548942682024455,0.3565327215392625,0.287545712549875,0.4832555118529258,0.0762452368064343,-0.2208913757761301
go,0.7408260080005984,0.08937225430134067,-0.8913107599962516,-0.30762702185078655,-0.20464751179513466,0.736586182618179,-0.16319915127794665
god,0.013710680896060489,0.03375634218025048,-0.0624300618990516,-0.593052127001177,0.42052654667646744,0.4228055781246174,-0.23531695897716834
goe,0.19215557845959869,-0.8953765854896639,-0.36451450968148785,0.1115941891258826,-0.23101208627500103,0.6872785561173154,0.4998748577433582
goin,0.9065696113462165,0.4834879266712961,-0.32946591643883816,-1.0184502220505924,0.04755148953233457,-0.5264657289698422,0.43677283990942006
gon,-0.09930546871497867,0.03294424305512699,-1.109163830171998,-0.8589415323584416,-1.2018229688449547,1.958793347611834,1.2774962094234048
gone,-0.5487014694338717,0.19225733889350238,0.45013108596026263,0.10945182390377971,-0.30708855696664983,0.6725566146068691,-0.5686068369638938
gonna,0.06793263195458557,0.2309970365828917,0.6692302029767783,0.8284958315706709,-0.5619617747031649,-0.26897927250229287,-0.9657146558794706
good,0.6271039485628044,0.25057895954729226,-0.19564014039978475,-0.11179530608029184,-0.24132281343959194,-0.6231720892577947,0.29424744106736206
goodby,-0.1487449373237702,-0.5644764624102472,1.1454427875949178,0.33711058351052414,-0.1577683894382446,-0.014240451704552267,-0.5973231302286256
got,-0.409255803630938,-0.3548640061437762,0.25072219843902455,0.23062087684877153,0.20260038536208685,-0.2373525617706149,0.317528910895457
gotta,-0.7422198602737388,0.10655275992086717,-0.5518712273617739,-0.906856859800136,0.2123888814459881,0.9401373242394934,0.9418689818292946
guess,-0.00066449776290498,0.6166946722349775,-0.45409336790868776,0.05277092206005983,0.3746088290060094,-0.15321698497059077,-0.43609957265885807
guy,0.18313667093881786,0.69260048249404,-0.17709814384183015,0.09316572361195112,-0.19834011050485453,-0.5585441873924433,-0.03492043530568144
ha,0.5603648230563095,0.350561285097252,0.284957019469041,0.3791705099865414,-0.13391968049559153,0.25618824555191916,-1.6973222026654662
had,-0.2132578509685242,-0.3922247062604673,0.7419643955076931,-0.6456334893416236,0.21875432861446736,0.1141400120111184,0.17625731043734003
hand,-0.5832777178149385,-0.29320412165723947,0.27288171852504034,0.47469864673977863,-0.6423566079965389,0.12426750173730985,0.646990580466591
happen,-0.17154876414433512,1.1863775557194423,-0.010039968153057943,-0.37655376597891776,-0.10666421233125388,0.18708212417636938,-0.7086529692882367
happi,1.0145933887215506,0.6414355251135666,-0.24011185511071528,0.39257188984416136,0.08821583528503761,-0.6382941392842559,-1.2584106445693415
hard,-0.21960055600564474,0.07595052020226696,-0.42261981229607887,0.817640022090205,-0.48203808804513737,-0.3316003207283518,0.5622682347827365
hate,-0.0013529517655770278,-0.041136619588975014,-0.7911412809657914,-0.45075099443566347,0.37867893031996996,0.057771951322218934,0.8479309651138226
have,0.4341100139946125,0.8507367226908772,0.2110723305270341,-0.20429723731457955,0.6906505631143405,-0.1909983916684366,-1.7912740013438386
he,0.41752221920975974,0.14694607423842315,1.2468288736219633,-0.3398749379926669,-0.8623399411893911,0.3039910885506082,-0.913073376438705
head,-0.09314019319767215,0.08143966786090032,-0.11552421110509586,-0.8622898782731642,0.509389280805801,0.12278501116705584,0.3573403227421774
hear,1.1148014576519096,-0.5140779441446479,0.32720183405445924,-0.13118434285882874,-0.19177379441871462,-0.28898313253664215,-0.31598407774753046
heard,0.09314955226036106,-0.1551088528128038,0.30756762641481744,0.13793037089981366,0.030186408820543274,0.15766311420536813,-0.5713882197880992
heart,1.9895959390146054,-0.4665107325004977,-2.0807885379636857,1.6424121866138313,-0.370204548366755,-0.7890872882556058,0.0745829814581079
heaven,1.1540844060039224,-0.04620805309244784,-0.24138963670731198,-0.43896424876333767,0.9752377371459083,-0.6155278570321472,-0.7872323475545893
hell,0.3968412856358147,-0.6027672084543687,-0.6760007667730125,-0.1010929044588553,-0.21207067529257922,0.5270754250539771,0.6680148442890305
help,-0.7793621077085524,1.1370539663614108,0.9038094545075268,0.36247448335216104,-0.4574247270145269,-0.45046094860906327,-0.7160901208889523
her,0.23942343451253748,0.04955609153978175,0.704493915824109,0.010187650356982866,-0.6731481135852215,-0.500025635447486,0.1695126567992932
here,-1.006609269602427,-0.812523163681819,0.6008601261981822,-0.4418252730221129,1.067793514373687,0.21968720165369404,0.3726168640808026
hey,0.14704121032946066,-0.22296278771870123,-0.42812370969965396,-0.23968980843844132,-0.07715054799501157,-0.11054174538783716,0.9314273889101868
hi,1.2892067904798967,0.3072794513569986,0.7068422672357625,-0.6071540284963264,0.6584212340839543,-0.9875906221885149,-1.367005092471796
hide,0.29267583894241495,-0.3047038965387088,-0.4011359716935751,-0.17421680923750663,0.26371556341784214,-0.4729591902077626,0.7966244653172972
high,0.3717675917688775,0.025469770818953703,0.20459955792233642,0.03982647658224362,-0.4447567767836326,-1.3076407304016067,1.110734110092827
higher,-0.922007296818826,0.2969793329784016,-0.01590086611788671,0.2979150263612823,-0.19414071000064917,-0.15278171668977267,0.68993623028745
him,0.08228214736410097,0.07232239032447695,-0.49888204784929097,0.21972874917619115,-0.4748150714429339,-0.2914947991835135,0.8908586316109681
hit,0.24842875173363352,-0.15653569120044375,-0.39160933432508105,0.04332449818502151,0.11109580290767272,0.28431370698367153,-0.13901773428447392
hold,0.40326453381755584,-1.0925465492346385,0.0841040715681952,0.8824951095225694,0.2685872087867438,-0.8086863929139256,0.26278201845349436
home,-0.02181941948683569,0.6682413957242047,0.7866293900318192,-0.5857797926807571,-0.9616774662212643,-0.09595168372308108,0.21035757635590988
honey,0.625383564113597,0.9017531202839815,0.976015146516194,0.3893589479263428,-0.6534474601831622,-1.550028056458632,-0.6890352621983161
hope,-0.38807581231764127,-0.8415482491370025,-0.1665787365380745,-0.3840253986521451,0.5288230171732693,0.4462214173010351,0.805183762170556
hot,0.38024571916851735,-0.812004490545369,-0.08212213604868793,0.7592003586259695,-0.42191418720385615,0.9632569632659777,-0.7866622272625488
hous,0.41864808317628716,0.6860748195004794,-0.5161834345182381,-0.4342824703692164,0.059934680937843245,-0.651694131359408,0.437502452632257
how,0.04746420925680065,-0.09895120446527086,-0.004372523664179307,-0.04552299741217755,-0.12037105109078337,0.6446553965880166,-0.42290182921240393
