,50s,60s,70s,80s,90s,00s,10s
car,-0.1848208147307533,0.0012219737223559003,0.0956496534198246,0.05035069006620451,-0.03586509172764209,0.07741739129674798,-0.003953802046787791
care,-0.006842002854964657,-0.07551881712258904,-0.0549691872252991,0.039314170291216435,0.06129675291862319,-0.04851873030823945,0.08523781430122909
caus,-0.017308445316759017,-0.08427186215174587,-0.08336450873375546,-0.12868648568074903,0.023008344661651525,0.10821715102806774,0.18240580619332172
chanc,-0.2811809770615603,0.0854185419220355,0.0484876578175329,0.08590528918473055,0.09965969889656162,0.187260931190678,-0.22555114194994105
chang,-0.06837099825034945,0.065784288537052,-0.06743509760351933,0.057300854325107994,0.01305254984013168,-0.03404507462286624,0.03371347777442507
citi,-0.8142651754681755,0.1803336369136272,0.2693051039595324,0.03741638693768966,-0.08632254595779454,0.0887930812312282,0.32473951238387877
close,-0.0819830948545178,-0.039618680476866966,0.10215690444878946,-0.15183571402936646,0.09610124502737122,-0.045669551332480095,0.12084889121711874
club,-0.08030805772799886,-0.4889978509892993,-0.9973787295584973,-0.12417570885155964,0.47353262764590404,0.6569192263649143,0.5604084931168718
cold,0.061809758837887085,0.0778787516992068,0.020026137428470692,-0.07659922154908964,0.010481608862407977,-0.04932822361272394,-0.04426881166616861
come,0.010336512561302857,0.00024958469761745915,0.012595995205979572,0.0025767665932150854,0.03777572227035391,-0.01170609577686577,-0.05182848555159839
control,-0.37898643774215374,-0.05204112325038849,-0.1648598865717094,0.14353330656425906,0.16095050974326175,0.17200784603522762,0.11939578522155372
cool,-0.13882900890167763,-0.01623955396843614,0.03814099341348432,0.04545345168205207,0.0025514043534588535,-0.016110623210793967,0.08503333663192096
could,-0.042358060552580755,-0.020267467000418857,0.01321295642731121,0.008368519385628184,-0.013344798236741442,0.057442391005053516,-0.0030535410282618637
couldnt,-0.19773897119023917,0.17914389783852228,0.173423888436664,-0.01695564196555378,0.008991796576514303,0.07840094463074529,-0.22526591432666407
crazi,0.056652990238433155,-0.0002814043836299472,-0.004127530130572844,0.015547725563533083,0.06639062064678694,0.012467772584571386,-0.14665017451908485
cri,0.016566160234080817,0.0320702091459796,-0.06098407382591081,0.03094442087217561,0.01757044451174661,0.03566946576420907,-0.07183662670228715
da,-0.05039398938844202,0.0007612828718828043,0.002900882713331957,0.01707011907337052,0.032038050354432905,-0.015276990266403565,0.012900644641833277
daddi,0.16458708408078151,0.021568902699943316,0.03610176447041359,0.017377964010190688,-0.027244162249175873,-0.09401597483618672,-0.11837557817592267
damn,0.0937253979044755,-0.10805378096153144,-0.05393469722141436,-0.7192707571346225,-0.006152321674576508,0.46392801279222706,0.32975814629530786
danc,-0.004519820023527753,-0.0024580889604387036,0.04470368413051699,0.028339638042478948,-0.0872739070001036,-0.019410064975832836,0.04061855878690606
dark,0.5492427973959302,-0.2094371168367556,0.06377870700704268,0.008474880292281634,-0.486152832549446,-0.15221226621652204,0.22630583090749262
darl,0.1853255684194452,0.19055326503697417,0.10387053935333601,-0.19884313630533218,-0.0705070236609782,-0.1314990731449168,-0.07890013969849206
day,0.0810208661271423,0.02604715774951745,0.013558544167797311,0.006018609858013233,-0.0466713858399341,-0.04785207273147921,-0.032121719331042374
de,-0.2024867284601476,-0.11276088907804406,-0.14203610734519043,0.10851878933978386,-0.05562827483289862,0.23515698746394814,0.16923622291258356
deep,0.18851404785170406,0.14200360835974724,-0.2755986237638417,-0.028601579643159195,-0.00541849470192854,-0.038012528151706665,0.017113570049234483
did,-0.06960891573098783,-0.11875646034662568,0.005330498679028534,-0.035834802401290326,0.10147517144775475,0.07491537724182303,0.04247913111027875
didnt,-0.04064479639963012,-0.1492691096734343,0.11622970441318602,0.08354545007230539,-0.10984360348282458,0.03829242871061348,0.061689926359807405
die,0.03164305393736275,0.031101388130390425,0.16311745655514007,0.024396564250311604,-0.005556505443530389,-0.3787470677107815,0.13404511028114885
do,0.005614833222592697,0.03267164917388085,0.02683341200931715,0.011554245492937376,0.010260726168828716,-0.024552432415107375,-0.062382433652448784
doe,0.035149872798586536,0.08128649583538741,-0.06033784973512476,0.020586330571579815,0.03478556498225467,0.0324136820925998,-0.14388409654527307
doesnt,-0.06488526357838567,-0.086269169576836,0.14857272623698106,0.019464833494755963,-0.03280704428296149,-0.1063141061985218,0.12223802390494111
don,0.5160470543208459,0.050231390629010615,-0.01595651830593538,0.009330644746783417,-0.0860774482811337,-0.49195300829465954,0.018377885185087102
done,-0.1340513401356711,-0.02423349366511473,0.08106939929983936,-0.026650475221033795,-0.06743608920017088,-0.015899161899847237,0.18720116082197927
dont,0.019472596868398664,-0.017523832502379804,0.013675324970069838,-0.000872070190078364,-0.006071282134314373,-0.0010064092305500875,-0.0076743277811246015
doo,0.06649062009972867,0.03773148511515879,0.03752120198069007,0.08595862010659469,0.08449863853860334,-0.21020839938753505,-0.10199216645325736
door,-0.17348543219168913,0.02187287582769596,0.05687309616136343,0.16305009545531135,0.009549656244675202,0.032224129609316296,-0.11008442110665104
down,-0.04225374997707604,-0.005915720669174221,0.01843739243661386,0.027016086092902705,0.00010002285006841106,-0.006249980301007384,0.008865949567663437
dream,0.1126817026901144,0.024184269805247724,-0.010949888555196626,0.03284819151375637,0.03467872162269206,-0.10030057901461877,-0.09314241806197242
drink,-0.6326338040281543,-0.007073182839440139,-0.02696997519008724,0.20693723009583925,0.18320036107002918,0.05618887935807839,0.22035049153386757
drive,-0.02309184646774824,-0.48671972197524394,0.0436205922367979,0.016540330204364823,0.17737625833193776,0.1422185182898851,0.13005586938003688
drop,0.022619325982618343,0.16336487590088372,0.23534275345926087,-0.5230316587700254,-0.060684902909341795,0.03131128698134729,0.13107831935544326
each,0.30975653422375266,0.11698890417048127,0.18911896085861274,-0.10006597704485204,-0.12933112096486657,-0.1494486227613573,-0.2370186784818203
easi,-0.11641197338483872,0.07630200375392403,0.09814253578433499,0.055974607378516075,-0.09584877285652697,-0.08509725885199987,0.06693885817658003
els,0.6220087859884639,-0.029292023458865207,-0.3261716038118326,-0.09283871670092415,-0.09823831616538523,-0.05651144120664079,-0.018956684644876553
em,0.2398950492232842,0.07337326254973663,-0.06084891283057607,-0.18934186148036378,-0.09547749914349499,0.02548628567711326,0.006913676004286845
end,-0.011292457077189733,-0.03477908025847782,-0.0008919297531549163,-0.023872481426733233,-0.04869698862487066,0.16752936980652194,-0.047996432666105926
enough,-1.0274178765292035,0.13162410392167118,0.16289293608181157,0.18627846246287208,0.19489531315258113,0.12995126650130245,0.22177579440914014
even,-0.27684521392855344,-0.1036210867085604,-0.0976744757645382,0.11152604974566155,-0.006150012607049384,0.1987738776121489,0.17399086165099711
ever,-0.06336989907206117,-0.04061901422246287,-0.050410241249992875,0.015219340035777152,0.056423184308253785,4.147852147309267e-05,0.08271515167901199
everi,0.0035324825428228184,-0.05087485552317643,-0.1205961708080947,0.05034848075006804,0.0222475162878839,0.009069991038325816,0.08627255571214305
everybodi,0.02634974649460454,-0.009231334973754323,-0.025859368621728825,-0.017788361145078344,0.021625496278677315,0.0004970974143998498,0.0044067245528822425
everyth,-0.002566114742052978,-0.018274784937158953,-0.07065240355403159,-0.026041551532899904,0.03808268703797492,0.10905669729403744,-0.029604529565902604
eye,0.0887635854478323,-0.035718174162062084,0.02120609366685067,0.15183922418429588,-0.04954580493701717,-0.12414205082336059,-0.05240287337655899
face,-0.5287852952277468,0.03317391304958131,0.14191529147620643,0.09794648990897299,0.11450959542421803,0.12403810888208427,0.017201896486817452
fall,-0.19442350580589554,-0.03295952458444952,-0.0901963343386421,0.02954106903733995,0.08729921431593524,0.09810013539207857,0.10263894598364069
far,-0.18974883230164022,0.03168150751049217,0.04300188373817767,0.08760667685274938,0.013945878369608578,0.039950859651269266,-0.026437973820687324
fast,0.363116599918185,-0.31959828675478097,-0.12880107667424576,0.05119157545100727,-0.03795796890719965,0.029080507791957113,0.04296864917508004
feel,-0.029618136219187872,-0.03131353487182827,0.014469098955291181,0.002696447358914777,0.02812975238862209,0.008834828771223468,0.006801543616964296
feelin,0.032134042457246895,0.040983441333882834,-0.07814034811364542,-0.12555106572999114,-0.03975218207872948,0.039452652605886304,0.13087345952535162
feet,0.007408783557150041,0.044040579475744246,0.14431291415820371,0.055054528870898733,-0.005300743111752517,-0.08462528140313541,-0.16089078154705683
fight,-0.27652870563003745,-0.12866272815530871,-0.17078562817066845,0.19045386085498703,0.09344798846652229,0.19467930874764403,0.09739590388683517
find,0.0631436198191291,-0.05344310902303256,0.03583749959101276,-0.015882676977649713,0.014310153923719782,0.011373944195655173,-0.0553394315288264
fine,0.0917478096661523,0.074372907307489,-0.00028990731597966436,-0.029215131818622505,0.03373793666843727,0.07587361119342917,-0.24622722570092415
fire,-0.24774268065515878,0.03285839979072621,-0.076035011586879,0.07722979139507935,0.06197765115917192,0.06890051814968622,0.08281133174739731
first,-0.06810771053567997,-0.08662480425679246,-0.04785376805015293,-0.045036267628974225,-0.12014974359223451,0.21991608945928495,0.1478562046044803
fli,0.14882538317614166,-0.17907501791236932,-0.04524976678979346,-0.08323546727807583,0.09284692893259551,0.02833227978042892,0.037555660091034886
floor,0.3399723741372774,-0.726458120579189,0.15586453482955992,-0.0941814220587273,0.11066134447937026,0.1795283372148577,0.03461295197696223
follow,-0.4499312106287021,-0.02889405667496536,0.07680608936274518,0.03274851757041517,0.10828856638706452,0.10829209214506233,0.15269000183837597
fool,0.2039257323025691,-0.029258446902354993,0.1981403489917145,-0.05394002524545646,0.09771347089122064,-0.07992256805966379,-0.33665851197802615
for,-0.06882714054082525,0.07868495132765932,0.0013501761659716499,0.007158982306888043,0.005913141730424037,-0.0022143519822949314,-0.022065759007820367
forev,-0.13312515530186583,0.11674945258314536,-0.06066569609716495,0.028441446935084408,0.06427064469937012,0.0684533036010766,-0.08412399641963515
forget,-0.0197403066029501,0.16949523311120815,-0.14411745505441909,0.07067829745170819,-0.07917054184373733,-0.021156252138122864,0.02401102507629103
found,-0.17592496492615475,-0.06150456641520404,-0.1199171740821531,-0.0008222272633750523,0.08266259809492832,0.14737446346118596,0.12813187113074026
free,-0.34364832339476525,-0.13755862206771435,0.0965130014834411,0.14319036213861047,0.12824089841391548,0.05905343343667107,0.05420924998981685
friend,0.03733082323320362,-0.08554466678848988,0.08548038461924161,0.06309176018690602,0.0153452498803678,-0.09917382877018016,-0.016529722361013577
from,0.09795464966581383,0.01995448351159697,-0.07730805192326025,0.013034506505131724,0.03453677591115314,-0.06915928011311646,-0.019013083557338103
fuck,0.6431728907932492,0.06895733659049005,-0.06985219571454715,-0.6414663926918792,-0.039948827169356944,-0.03829972371146457,0.0774369119034891
fun,-0.01726045086618652,0.020848981665553223,-0.10586372881767882,0.04651484225668062,-0.0271008940232956,0.07591157273241286,0.006949677052516858
game,0.16429949821493897,0.23177864935586934,0.007068607629586093,-0.0367167472716082,-0.029532965410818207,-0.14553696214076706,-0.1913600803772225
gave,0.3212481612233472,-0.13202195956909582,0.25996619715083913,-0.0015535497989569364,-0.09316052347984433,-0.2860408235626769,-0.06843750196364268
get,-0.09050628410773284,-0.012567352925164086,0.028189380843445886,0.018111652644348396,0.04194306310203051,0.042587335846924756,-0.027757795403885982
gettin,-0.011291930694453367,-0.06336318694502463,-0.11483520939032087,-0.2796762991707335,0.20365128916412656,0.17023283650970092,0.09528250052668405
gimm,-0.23654409574667243,0.04214198044996382,0.044629874927699265,0.04304528678548247,0.08159986433673705,0.10730027922358436,-0.0821731899767706
girl,-0.07185955482847838,-0.0027640839790771784,0.031862056361557665,0.009685020275323789,-0.021976468146229094,0.04938097516880074,0.005672055148104165
give,0.09562838342569581,-0.026307497867008145,0.011381936691817175,-0.006209494701864833,-0.01601917598320223,-0.04253783614063546,-0.01593631542479869
go,-0.00324367692109961,-0.015561694346873028,-0.03992710756199123,0.001475711245091247,0.002051158946500545,0.04215561799042047,0.013049990647969174
god,-0.006926229253790739,0.13695432455720344,-0.04636065273296122,-0.11080044589264132,0.021078119175406,0.06350990423942171,-0.0574550200926833
goe,0.07716476697960184,-0.16482190101235966,-0.08619223775603112,0.09410279810315425,-0.03012631417982916,0.026249886035583037,0.08362300182988343
goin,0.13970298232120945,0.006089141266746143,0.040745770058473046,-0.21461567578321353,0.07267219397994928,-0.12282816290317394,0.07823375106000907
gon,0.2400293806928218,0.3710663354895573,-1.2024137426221024,0.01862000719061466,-0.37443579457510306,0.4786857042937817,0.4684481095301739
gone,-0.30717147143205287,-0.011992561436397469,0.06725316249471529,0.054055334775420016,0.010903585692223747,0.14035724760812274,0.04659470229793648
gonna,-0.02222870963413602,0.011813950918656158,0.05213498321624748,0.04089682382724762,-0.00931712702979604,-0.020934266927678816,-0.052365654370541866
good,0.09275404160452634,0.006971090886523024,-0.031892256275734304,-0.027706752824703067,-0.025087817356097844,-0.0257980233380744,0.01075971730356692
goodby,-0.2184060577312281,-0.1757219407410917,0.138702801293368,0.0886861905618055,0.04128912312623311,0.08183345671589026,0.04361642677500039
got,-0.04852705116871897,0.019353242113334966,0.01021367988564878,0.02048030577842685,0.005635284681553964,-0.00417053479280355,-0.002984926497460566
gotta,-0.12113060558880026,0.06626428315248162,-0.0005310626649941495,-0.09723996704313054,0.047907188732424805,0.045997877782996736,0.058732285629008674
guess,0.13190951026753772,0.08247633392104917,-0.25301151995361754,-0.07712602187297184,0.12283711228708664,-0.0959716660374637,0.08888625138842227
guy,0.15350832836353792,0.1567652358764049,-0.007384063138808436,0.03402169619405199,-0.17182217812876874,-0.13579033933040585,-0.0292986798359761
ha,0.04406315376321592,-0.012481608294074978,0.0976024373118265,0.08606703388815125,0.024452789591020634,-0.005062544792714244,-0.2346412614674688
had,-0.016553835368534765,-0.09212174753637829,0.05590877266773004,-0.054441830065354774,0.02070216383208892,0.045978896324423854,0.04052758014601342
hand,-0.051162306725004596,-0.0936009878293076,-0.012640524888436743,0.058385161404533856,-0.019346122136571855,0.038727585599668164,0.07963719457512089
happen,-0.04650100906031522,0.33707327592968217,-0.007369154353365576,-0.051292278497170135,-0.018678792021180605,-0.00503055625691071,-0.2082014857408599
happi,0.1149786941377815,0.07995767055485993,-0.0658050616172069,0.08160139568109685,0.07021308151749668,-0.07160731878433703,-0.20933846148964078
hard,-0.036389798186077155,0.001591666396533856,-0.07488379429751635,0.06426053935533844,-0.029666713772450188,0.02594091068800946,0.049147189816160064
hate,0.03906393326353905,-0.03548336947321091,-0.23613225035766297,0.0747302705993675,0.012398739506730955,0.011248710548425939,0.13417396591278347
have,0.01291695982618319,0.058118859734581925,0.0026350716972473615,-0.02038580579656537,0.050404759451346856,-0.018097445499587094,-0.08559239941318537
he,-0.026106384477870097,-0.005356192223328247,0.05893003502552037,-0.012253483209167259,-0.03553477128487429,0.023727596114864993,-0.0034067999451452813
head,0.10550294345296599,-0.06920095436528169,-0.03719818965826584,-0.09953764705876134,0.05386558923515109,0.00929552728957013,0.03727273110460226
hear,0.141979564778279,-0.2115751513063756,-0.010137021307434744,0.046771107537828094,0.06746577731393716,0.0037123423764918654,-0.03821661939270464
heard,0.10395039247571457,-0.04977119667105945,0.0435777446256936,0.023869497410875417,0.0036599658911842846,0.06759415880493391,-0.19288056253732794
heart,0.12496090196518524,-0.04425910484017392,-0.08613642157724566,0.06342225128495972,-0.031417621795928774,-0.027336939572910043,0.0007669345361389464
heaven,0.15203733477813441,-0.00320177335502991,0.006532179016615598,-0.010282019293054575,0.07408843390992952,-0.11795823877410057,-0.10121591628243254
hell,0.23191691900264902,-0.14833497554961755,-0.2579585830609419,-0.089638195468817,-0.03211122052928959,0.1432821607017707,0.15284389490425582
help,-0.003019618950994948,0.06490190586587662,0.08353827930136087,0.06418389905015823,-0.051146755911504825,-0.0325248324468041,-0.12593287690812124
her,0.06289196774634634,0.008667885959188893,0.03849809955740957,0.009807035092093172,-0.04213385581803378,-0.062315182640354336,-0.01541594989663324
here,-0.15755153583541295,-0.07858588631329308,0.05405322330744814,-0.02145477272843347,0.0794622390978253,0.04709025334487017,0.07698647912698696
hey,-0.0014921705535743768,-0.03193332515498336,-0.028099902891345584,-0.006569396547653942,0.011165270301880236,0.00965050453285822,0.047279020312829545
hi,0.20944287161270603,0.09180124785039927,0.09414586138161929,-0.05044604575769285,0.09123699319221663,-0.13499235491543948,-0.30118857336379107
hide,0.10587523689496178,-0.07268842581656168,-0.11238106634485048,-0.003768516689226667,0.02743409272237357,0.022064816798008605,0.03346386243528996
high,0.1186087085090541,0.0511714845750132,0.013575765131978612,0.01814111824074052,-0.06763768011036451,-0.19088479630407398,0.057025399957606436
higher,-1.2811276830545688,0.14696939488612434,0.18667252685377572,0.2690760562685591,0.10620813639506832,0.22860365622765175,0.3435979124233921
him,0.06624946451578449,0.002753315999801545,-0.061726207119641684,0.04991455039231887,-0.06835537901859409,-0.07160293095721487,0.08276718618753628
hit,0.04843703501255002,0.07590653723222957,0.08666734726192253,0.10566799735826515,-0.06863054763432068,-0.0813353752772466,-0.16671299395334188
hold,-0.033294575045445196,-0.1389497626838313,0.07005031576251584,0.048417664679362114,0.031450417151322005,-0.02550265261175344,0.04782859274780426
home,-0.07880174220392477,-0.0031601728133586918,0.052607823282638584,-0.039384640305092034,-0.03134272450996816,0.040336471388112194,0.05974498516156805
honey,0.138091177106395,0.12356874976181742,0.18506934708019443,0.11474285133371012,-0.04208569696928877,-0.3926932930325908,-0.12669313528032916
hope,-0.1960650969484105,-0.2846658360664286,0.03561477837113345,0.023679719369846003,0.1168322156041319,0.13416890839655957,0.170435311273212
hot,0.1946363687430343,-0.3023525515574024,0.06806101400150785,0.10424505906073508,0.023474516959156165,0.03503973741487309,-0.12310414462196496
hous,0.23088727730478067,0.04317432330701323,-0.08567209379119238,-0.012295069241742224,0.03373501437554734,-0.18193439218399135,-0.02789505977052928
